id;pred;true;latency_ms;cpu_percent;mem_percent;accuracy_cumulative;timestamp;;;;Lat media;CPU % media;Mem % media
;early;normal;99,2398262;38,1;79,4;0,413738019;1758191207;;;;;;
;normal;normal;112,4739647;31,8;79,3;0,414205906;1758191208;;;;;;
;normal;normal;116,8141365;37,1;79,3;0,414673046;1758191209;;;;;;
;stage 2 failure;normal;112,7789021;30;79,3;0,414342629;1758191210;;;;;;
;early;suspect;109,8499298;33,9;79,7;0,414012739;1758191211;;;;;;
;normal;suspect;118,9169884;33,8;80;0,413683373;1758191212;;;;;;
;normal;normal;114,6709919;34,9;79,8;0,414149444;1758191213;;;;;;
;stage 2 failure;suspect;115,309;33,9;79,8;0,413820492;1758191214;;;;;;
;stage 2 failure;stage 2 failure;114,0127182;33,5;79,8;0,414285714;1758191215;;;;;;
;normal;normal;123,9109039;40,4;80,2;0,414750198;1758191216;;;;;;
;normal;normal;111,4311218;34,1;80,1;0,415213946;1758191217;;;;;;
;imminent failure;normal;108,1442833;37,6;79,7;0,414885194;1758191218;;;;;;
;early;suspect;92,17405319;40,2;79,7;0,414556962;1758191219;;;;;;
;normal;normal;99,53093529;43,8;79,7;0,415019763;1758191220;;;;;;
;normal;normal;116,7161465;33,6;79,7;0,415481833;1758191221;;;;;;
;imminent failure;normal;126,1820793;36,6;79,8;0,415153907;1758191222;;;;;;
;early;normal;121,227026;33,8;79,7;0,414826498;1758191223;;;;;;
;normal;suspect;119,4710732;34,6;79,8;0,414499606;1758191224;;;;;;
;normal;early;116,642952;30,4;79,8;0,414173228;1758191225;;;;;;
;imminent failure;early;108,2458496;31;80,5;0,413847364;1758191226;;;;;;
;early;normal;133,0699921;34,8;80,9;0,413522013;1758191227;;;;;;
;imminent failure;imminent failure;139,0249729;32,6;80,6;0,413982718;1758191228;;;;;;
;normal;suspect;124,6230602;33,7;80,6;0,413657771;1758191229;;;;;;
;stage 2 failure;suspect;146,8880177;32,4;80,7;0,413333333;1758191230;;;;;;
;stage 2 failure;stage 2 failure;115,4050827;38,2;80,6;0,413793103;1758191231;;;;;;
;early;early;116,4801121;35,2;80,7;0,414252153;1758191232;;;;;;
;early;early;140,3930187;36,2;80,6;0,414710485;1758191233;;;;;;
;early;early;111,2730503;33,8;80,7;0,4151681;1758191234;;;;;;
;early;early;101,0699272;45,6;80,6;0,415625;1758191235;;;;;;
;early;early;124,1698265;29,2;80,7;0,416081187;1758191236;;;;;;
;early;early;100,6817818;32;80,6;0,416536661;1758191237;;;;;;
;early;early;93,85681152;36,4;80,5;0,416991426;1758191238;;;;;;
;early;early;123,267889;33,8;80,5;0,417445483;1758191239;;;;;;
;imminent failure;suspect;106,0261726;28,8;80,5;0,417120623;1758191240;;;;;;
;normal;normal;93,0519104;30,1;80,9;0,417573872;1758191241;;;;;;
;early;normal;106,7979336;34,4;81,3;0,417249417;1758191242;;;;;;
;early;normal;129,8470497;33,6;81,1;0,416925466;1758191243;;;;;;
;normal;normal;139,5020485;32,2;81,3;0,417377812;1758191244;;;;;;
;normal;normal;102,3170948;34,3;81,1;0,417829457;1758191245;;;;;;
;early;normal;113,0700111;38,7;81,3;0,417505809;1758191246;;;;;;
;early;normal;97,51701355;36,3;81,2;0,417182663;1758191247;;;;;;
;normal;suspect;128,2229424;34,5;81,2;0,416860015;1758191248;;;;;;
;normal;early;126,9798279;44,5;80,2;0,416537867;1758191249;;;;;;
;early;early;122,5910187;41,3;80,1;0,416988417;1758191250;;;;;;
;early;normal;129,3041706;45;80,3;0,416666667;1758191251;;;;;;
;normal;normal;146,0580826;31,3;80,2;0,417116423;1758191253;;;;;;
;normal;normal;129,4088364;38,2;80,3;0,417565485;1758191254;;;;;;
;early;normal;114,2947674;33,3;80,4;0,417244034;1758191255;;;;;;
;early;suspect;138,0386353;34,9;80,4;0,416923077;1758191256;;;;;;
;normal;suspect;131,9108009;32;80,3;0,416602613;1758191257;;;;;;
;normal;early;138,4079456;32,3;80,3;0,416282642;1758191258;;;;;;
;stage 2 failure;early;129,7960281;29,3;80,3;0,415963162;1758191259;;;;;;
;early;normal;136,5089417;31,5;80,4;0,415644172;1758191260;;;;;;
;normal;suspect;125,5879402;39,9;80,4;0,41532567;1758191261;;;;;;
;normal;normal;131,6940784;33;80,3;0,415773354;1758191262;;;;;;
;imminent failure;normal;100,9588242;38,6;80,4;0,415455241;1758191263;;;;;;
;inner race failure;rolling element failure;112,4818325;32,5;80,5;0,415137615;1758191264;;;;;;
;normal;normal;104,0177345;49,2;80,4;0,415584416;1758191265;;;;;;
;normal;normal;96,41981125;32,1;80,1;0,416030534;1758191266;;;;;;
;early;normal;129,2181015;37,4;80,4;0,415713196;1758191267;;;;;;
;early;normal;124,7010231;34,7;80,4;0,415396341;1758191268;;;;;;
;normal;normal;133,1679821;33,8;80,3;0,415841584;1758191269;;;;;;
;normal;normal;129,445076;35,1;80,5;0,416286149;1758191270;;;;;;
;imminent failure;normal;158,976078;35,9;80,6;0,415969582;1758191271;;;;;;
;early;suspect;151,5290737;41;80,7;0,415653495;1758191272;;;;;;
;normal;normal;128,0949116;47,6;80,6;0,416097191;1758191273;;;;;;
;normal;normal;134,5620155;33,4;80,7;0,416540212;1758191274;;;;;;
;early;normal;150,1920223;30,1;80,6;0,416224412;1758191275;;;;;;
;early;rolling element failure;124,7401237;39;80,5;0,415909091;1758191276;;;;;;
;normal;suspect;127,9962063;40,4;80,7;0,415594247;1758191277;;;;;;
;normal;normal;148,9779949;37;80,6;0,416036309;1758191278;;;;;;
;imminent failure;suspect;127,341032;34,7;80,6;0,415721844;1758191279;;;;;;
;stage 2 failure;rolling element failure;114,7639751;45,5;79,6;0,415407855;1758191280;;;;;;
;normal;normal;106,4391136;37,4;80,6;0,415849057;1758191281;;;;;;
;normal;normal;105,3900719;46,4;80,7;0,416289593;1758191282;;;;;;
;imminent failure;normal;131,0350895;38,9;80,7;0,415975885;1758191283;;;;;;
;early;suspect;104,3100357;31,1;80,5;0,415662651;1758191284;;;;;;
;normal;suspect;119,9166775;32,3;80,4;0,415349887;1758191285;;;;;;
;normal;normal;104,4909954;28,9;80,3;0,415789474;1758191286;;;;;;
;early;normal;104,1200161;32,4;80,3;0,415477085;1758191287;;;;;;
;early;rolling element failure;116,2691116;49;78,5;0,415165165;1758191288;;;;;;
;normal;normal;103,8651466;39,4;78,6;0,415603901;1758191289;;;;;;
;normal;normal;110,5759144;38,6;78,7;0,416041979;1758191290;;;;;;
;early;normal;114,3741608;39,4;78,9;0,415730337;1758191291;;;;;;
;early;normal;106,2898636;42,2;79;0,415419162;1758191292;;;;;;
;normal;suspect;139,734745;34,8;79,1;0,415108452;1758191293;;;;;;
;normal;normal;106,8310738;31,9;79,1;0,41554559;1758191294;;;;;;
;imminent failure;suspect;115,8378124;32,6;79,5;0,41523525;1758191295;;;;;;
;imminent failure;stage 2 failure;120,0528145;40,6;79,5;0,414925373;1758191296;;;;;;
;normal;suspect;108,5278988;35,8;79,6;0,414615958;1758191297;;;;;;
;normal;normal;114,3958569;64,3;79,9;0,415052161;1758191299;;;;;;
;early;normal;109,8520756;49,3;80;0,414743112;1758191300;;;;;;
;suspect;rolling element failure;137,5591755;35,3;80,2;0,414434524;1758191301;;;;;;
;normal;suspect;112,143755;34,5;80,2;0,414126394;1758191302;;;;;;
;normal;early;126,0490417;34,8;80,2;0,413818722;1758191303;;;;;;
;imminent failure;early;145,6391811;32,9;80,1;0,413511507;1758191304;;;;;;
;early;normal;147,9012966;31,9;80,1;0,413204748;1758191305;;;;;;
;normal;suspect;123,8257885;40,4;81,1;0,412898443;1758191306;;;;;;
;normal;early;124,973774;32,6;81;0,412592593;1758191307;;;;;;
;imminent failure;early;102,6911736;40,7;80,4;0,412287195;1758191308;;;;;;
;early;normal;134,0770721;34,5;80,4;0,411982249;1758191309;;;;;;
;normal;suspect;111,0472679;32,7;80,4;0,411677753;1758191310;;;;;;
;normal;early;142,2519684;35,2;80,4;0,411373708;1758191311;;;;;;
;early;early;101,5169621;40,9;80,4;0,411808118;1758191312;;;;;;
;early;normal;114,0420437;39,8;80,4;0,411504425;1758191313;;;;;;
;normal;normal;107,3570251;53,2;80,3;0,411938099;1758191314;;;;;;
;normal;normal;118,8008785;30,9;80,2;0,412371134;1758191315;;;;;;
;stage 2 failure;normal;113,2218838;31,5;80,3;0,412067697;1758191316;;;;;;
;early;suspect;102,5049686;31,5;80,3;0,411764706;1758191317;;;;;;
;normal;suspect;121,0999489;31,6;80,3;0,41146216;1758191318;;;;;;
;normal;early;117,3677444;32,2;80,7;0,411160059;1758191319;;;;;;
;stage 2 failure;early;130,6929588;35,2;81,1;0,410858401;1758191320;;;;;;
;early;normal;117,3479557;36,9;80,5;0,410557185;1758191321;;;;;;
;normal;normal;127,2690296;37,8;81;0,410989011;1758191322;;;;;;
;normal;normal;139,9321556;41,6;81;0,411420205;1758191323;;;;;;
;early;normal;123,6140728;34,9;80,4;0,411119239;1758191324;;;;;;
;early;normal;110,4381084;35;80,3;0,410818713;1758191325;;;;;;
;normal;normal;106,2419415;36,9;80,5;0,411249087;1758191326;;;;;;
;normal;normal;148,5710144;38,5;80,5;0,411678832;1758191327;;;;;;
;early;normal;112,2591496;44,5;80,6;0,411378556;1758191328;;;;;;
;early;normal;113,9736176;53,1;80,4;0,411078717;1758191329;;;;;;
;normal;suspect;93,33491325;31;80,4;0,410779315;1758191330;;;;;;
;normal;suspect;130,8121681;37,3;80,5;0,410480349;1758191331;;;;;;
;inner race failure;suspect;101,0937691;35,4;80,5;0,410181818;1758191332;;;;;;
;imminent failure;stage 2 failure;101,5481949;30,5;80,4;0,409883721;1758191333;;;;;;
;suspect;suspect;112,434864;31,7;80,8;0,410312273;1758191334;;;;;;
;normal;early;133,7678432;31,7;81;0,410014514;1758191335;;;;;;
;early;early;113,0008698;38;80,8;0,41044235;1758191336;;;;;;
;early;normal;112,5507355;40,2;81,2;0,410144928;1758191337;;;;;;
;normal;normal;120,0549603;35,6;81;0,410572049;1758191338;;;;;;
;normal;normal;139,223814;37,2;81;0,410998553;1758191339;;;;;;
;imminent failure;normal;130,9041977;35,1;81;0,410701374;1758191340;;;;;;
;early;suspect;115,8270836;40,1;81,1;0,410404624;1758191341;;;;;;
;suspect;suspect;142,7760124;37,5;80,8;0,410830325;1758191342;;;;;;
;normal;early;99,41077232;40,4;81,1;0,410533911;1758191343;;;;;;
;early;early;109,5039845;45,2;81,1;0,410958904;1758191344;;;;;;
;early;normal;120,4571724;38,6;80,8;0,410662824;1758191346;;;;;;
;normal;suspect;105,0841808;29,6;81,1;0,410367171;1758191347;;;;;;
;normal;early;134,9601746;39,1;81,2;0,410071942;1758191348;;;;;;
;early;early;134,3781948;34,8;81,3;0,410496046;1758191349;;;;;;
;early;normal;102,7948856;33,1;81,2;0,410201149;1758191350;;;;;;
;normal;normal;98,6058712;33,9;81;0,410624551;1758191351;;;;;;
;normal;normal;130,2099228;34,2;81,1;0,411047346;1758191352;;;;;;
;early;normal;125,1409054;40,6;81,1;0,410752688;1758191353;;;;;;
;early;normal;122,25914;33,2;81;0,410458453;1758191354;;;;;;
;normal;suspect;138,2908821;29,9;81;0,410164639;1758191355;;;;;;
;normal;normal;110,6779575;33,8;81,1;0,410586552;1758191356;;;;;;
;imminent failure;normal;122,7169037;40,2;81,2;0,410293066;1758191357;;;;;;
;early;rolling element failure;109,5228195;34,6;81,2;0,41;1758191358;;;;;;
;normal;normal;118,1008816;60,3;81;0,410421128;1758191359;;;;;;
;normal;normal;134,38797;40,1;80,9;0,410841655;1758191360;;;;;;
;suspect;normal;105,3709984;26,7;80,9;0,410548824;1758191361;;;;;;
;early;suspect;91,50910378;37,9;81;0,41025641;1758191362;;;;;;
;normal;suspect;137,2761726;32,1;80,9;0,409964413;1758191363;;;;;;
;normal;early;104,6600342;34,8;80,9;0,409672831;1758191364;;;;;;
;stage 2 failure;early;129,6410561;32,1;80,9;0,409381663;1758191365;;;;;;
;early;normal;115,6561375;38,7;81;0,409090909;1758191366;;;;;;
;normal;suspect;120,975256;31,6;81;0,408800568;1758191367;;;;;;
;normal;normal;95,93391418;45,3;81;0,409219858;1758191368;;;;;;
;early;normal;130,1560402;40,3;81;0,408929837;1758191369;;;;;;
;suspect;rolling element failure;96,67301178;38,3;81;0,408640227;1758191370;;;;;;
;normal;suspect;116,3668633;32,5;81,6;0,408351026;1758191371;;;;;;
;normal;normal;122,5259304;40,3;81,5;0,408769448;1758191372;;;;;;
;stage 2 failure;suspect;110,5117798;37,1;81;0,408480565;1758191373;;;;;;
;stage 2 failure;stage 2 failure;122,9572296;38,2;81;0,408898305;1758191374;;;;;;
;normal;normal;90,60192108;36,4;81;0,409315455;1758191375;;;;;;
;normal;normal;113,6729717;54,5;80,9;0,409732017;1758191376;;;;;;
;early;normal;112,9369736;32,6;81,1;0,40944327;1758191377;;;;;;
;early;suspect;108,2038879;35,2;81,2;0,40915493;1758191378;;;;;;
;normal;suspect;98,67405891;46,2;81,1;0,408866995;1758191379;;;;;;
;normal;normal;131,6280365;38,2;81,2;0,4092827;1758191380;;;;;;
;stage 2 failure;suspect;103,8188934;42,3;81,1;0,408995081;1758191381;;;;;;
;imminent failure;rolling element failure;131,0920715;34,5;81;0,408707865;1758191382;;;;;;
;normal;normal;121,7000484;58,7;81,2;0,409122807;1758191383;;;;;;
;normal;normal;143,8410282;31,4;81,1;0,409537167;1758191384;;;;;;
;imminent failure;normal;135,3180408;31,7;80,8;0,409250175;1758191385;;;;;;
;early;rolling element failure;123,1319904;51,3;80,9;0,408963585;1758191386;;;;;;
;normal;suspect;134,2639923;69,6;81,2;0,408677397;1758191387;;;;;;
;normal;early;123,2869625;55,6;81;0,408391608;1758191388;;;;;;
;imminent failure;early;113,1291389;51,3;80,8;0,408106219;1758191389;;;;;;
;early;normal;138,5099888;39;81,5;0,407821229;1758191390;;;;;;
;normal;normal;143,3517933;35,6;81,4;0,408234473;1758191391;;;;;;
;normal;normal;131,3829422;35,7;81,2;0,408647141;1758191392;;;;;;
;early;normal;144,3629265;37;81,4;0,408362369;1758191393;;;;;;
;early;normal;148,0178833;42,3;81;0,408077994;1758191394;;;;;;
;normal;suspect;129,8251152;36,3;81,1;0,407794015;1758191395;;;;;;
;normal;normal;106,3017845;38,3;80,7;0,408205841;1758191396;;;;;;
;early;normal;135,45084;39,3;80,4;0,407922168;1758191398;;;;;;
;stage 2 failure;rolling element failure;96,81415558;34,5;80,3;0,407638889;1758191399;;;;;;
;normal;suspect;143,3119774;42,7;80,3;0,407356003;1758191400;;;;;;
;normal;early;113,7139797;39,3;80,3;0,407073509;1758191401;;;;;;
;imminent failure;early;100,1300812;34,7;80,7;0,406791407;1758191402;;;;;;
;early;normal;116,6169643;53,5;80,7;0,406509695;1758191403;;;;;;
;normal;normal;107,7411175;41,4;80,6;0,406920415;1758191404;;;;;;
;normal;normal;134,5038414;31,3;79,4;0,407330567;1758191405;;;;;;
;imminent failure;normal;117,8638935;33,3;79,5;0,407049067;1758191406;;;;;;
;early;suspect;122,297287;32,1;79,6;0,406767956;1758191407;;;;;;
;imminent failure;suspect;145,9450722;31,9;79,7;0,406487233;1758191408;;;;;;
;normal;normal;108,2911491;32,3;79,7;0,406896552;1758191409;;;;;;
;early;normal;122,6341724;32,9;79,7;0,406616127;1758191410;;;;;;
;early;normal;112,5290394;38,8;79,8;0,406336088;1758191411;;;;;;
;normal;normal;128,8309097;33,2;79,9;0,406744666;1758191412;;;;;;
;normal;normal;122,3959923;38,8;79,8;0,407152682;1758191413;;;;;;
;imminent failure;normal;132,3320866;32,5;79,8;0,406872852;1758191414;;;;;;
;early;normal;123,8720417;31,9;79,8;0,406593407;1758191415;;;;;;
;normal;imminent failure;112,855196;32,9;79,8;0,406314345;1758191416;;;;;;
;normal;imminent failure;98,19293022;40;79,9;0,406035665;1758191417;;;;;;
;imminent failure;inner race failure;132,8828335;45,2;79,9;0,405757368;1758191418;;;;;;
;imminent failure;stage 2 failure;145,6160545;42;79,9;0,405479452;1758191419;;;;;;
;early;early;133,8889599;34,4;79,9;0,405886379;1758191420;;;;;;
;early;early;132,8232288;35;79,9;0,40629275;1758191421;;;;;;
;early;early;132,5531006;34,7;79,9;0,406698565;1758191422;;;;;;
;early;early;118,158102;32,9;79,8;0,407103825;1758191423;;;;;;
;early;early;128,688097;32,9;79,8;0,407508532;1758191424;;;;;;
;early;early;115,8559322;31,8;79,8;0,407912688;1758191425;;;;;;
;early;early;102,9486656;40,4;79,9;0,408316292;1758191426;;;;;;
;early;early;121,2289333;33,5;79,9;0,408719346;1758191427;;;;;;
;normal;suspect;131,8879128;38,4;79,9;0,408441116;1758191428;;;;;;
;normal;early;130,8221817;32;79,9;0,408163265;1758191429;;;;;;
;early;early;139,3620968;34,8;79,9;0,408565602;1758191430;;;;;;
;early;normal;117,431879;36,9;79,7;0,408288043;1758191431;;;;;;
;normal;suspect;104,5918465;57,7;79,6;0,408010862;1758191432;;;;;;
;normal;normal;126,9240379;36,7;79,6;0,408412483;1758191433;;;;;;
;imminent failure;suspect;117,8958416;26,7;79,8;0,408135593;1758191434;;;;;;
;imminent failure;stage 2 failure;127,3028851;25;79,8;0,407859079;1758191435;;;;;;
;normal;normal;134,1359615;25,7;79,8;0,408259986;1758191436;;;;;;
;normal;normal;120,5348969;25,9;79,8;0,408660352;1758191437;;;;;;
;early;normal;104,5129299;31,7;79,9;0,408384043;1758191438;;;;;;
;early;normal;133,1570148;29,8;80;0,408108108;1758191439;;;;;;
;normal;normal;129,0659904;37,8;80,5;0,408507765;1758191440;;;;;;
;normal;normal;154,9787521;37,1;80,4;0,408906883;1758191441;;;;;;
;early;normal;109,1482639;35,8;80,4;0,408631153;1758191442;;;;;;
;early;suspect;142,8318024;36,8;80,4;0,408355795;1758191444;;;;;;
;normal;normal;137,0999813;33,8;80,4;0,408754209;1758191445;;;;;;
;normal;normal;133,1157684;31,1;80,4;0,409152086;1758191446;;;;;;
;early;normal;124,4280338;36,9;80,3;0,408876933;1758191447;;;;;;
;early;rolling element failure;113,1808758;46,7;80,4;0,408602151;1758191448;;;;;;
;normal;suspect;133,0959797;35,3;80;0,408327737;1758191449;;;;;;
;normal;normal;118,3788776;25,3;80;0,408724832;1758191450;;;;;;
;stage 2 failure;suspect;133,2628727;25,5;80;0,408450704;1758191451;;;;;;
;stage 2 failure;rolling element failure;97,2969532;26;80;0,408176944;1758191452;;;;;;
;normal;normal;92,15474129;32,1;80;0,408573342;1758191453;;;;;;
;normal;normal;143,9619064;32;79,9;0,40896921;1758191454;;;;;;
;imminent failure;normal;128,5271645;31;80;0,408695652;1758191455;;;;;;
;early;suspect;116,106987;35,6;80;0,40842246;1758191456;;;;;;
;normal;suspect;120,2831268;33,8;80;0,408149633;1758191457;;;;;;
;normal;normal;131,3331127;37;80;0,408544726;1758191458;;;;;;
;imminent failure;normal;100,3668308;32,9;80;0,408272181;1758191459;;;;;;
;early;normal;131,7119598;29,4;80;0,408;1758191460;;;;;;
;normal;normal;141,4058208;31,4;80;0,408394404;1758191461;;;;;;
;normal;normal;106,9190502;40,1;80;0,408788282;1758191462;;;;;;
;imminent failure;normal;97,9809761;55,1;80;0,408516301;1758191463;;;;;;
;early;normal;121,6890812;47,6;80;0,408244681;1758191464;;;;;;
;normal;normal;114,5679951;35,4;80;0,408637874;1758191465;;;;;;
;normal;normal;121,5627193;29,5;80;0,409030544;1758191466;;;;;;
;early;normal;117,9471016;31,6;80;0,408759124;1758191467;;;;;;
;early;normal;139,218092;33,7;80;0,408488064;1758191468;;;;;;
;normal;suspect;139,5320892;31,3;80;0,408217362;1758191469;;;;;;
;normal;normal;122,6968765;30,7;80;0,408609272;1758191470;;;;;;
;imminent failure;normal;96,24004364;38,7;80;0,408338848;1758191471;;;;;;
;rolling element failure;rolling element failure;129,9221516;29,2;80;0,408730159;1758191472;;;;;;
;normal;normal;105,9918404;34;79,9;0,409120952;1758191473;;;;;;
;normal;normal;111,8240356;32,4;79,9;0,409511229;1758191474;;;;;;
;early;normal;133,1319809;33,6;79,9;0,409240924;1758191475;;;;;;
;early;normal;118,3290482;34,8;79,9;0,408970976;1758191476;;;;;;
;normal;normal;129,3919086;36,7;79,9;0,40936058;1758191477;;;;;;
;normal;normal;120,7327843;61,8;80;0,409749671;1758191478;;;;;;
;suspect;normal;98,24800491;42,1;79,9;0,409479921;1758191479;;;;;;
;early;suspect;110,7389927;30,3;79,9;0,409210526;1758191480;;;;;;
;normal;suspect;120,3510761;32,2;79,1;0,408941486;1758191481;;;;;;
;normal;early;136,9190216;33,5;79;0,408672799;1758191482;;;;;;
;early;early;134,4139576;36,4;79;0,409061064;1758191483;;;;;;
;suspect;normal;139,6729946;32;79,1;0,408792651;1758191484;;;;;;
;normal;suspect;130,8410168;31,4;79,1;0,40852459;1758191485;;;;;;
;normal;normal;122,9460239;37,2;79,1;0,408912189;1758191486;;;;;;
;imminent failure;normal;127,4559498;33,8;79,1;0,408644401;1758191487;;;;;;
;early;normal;130,1350594;35,1;79,1;0,408376963;1758191488;;;;;;
;normal;suspect;123,9910126;48,9;77,8;0,408109876;1758191490;;;;;;
;normal;suspect;138,7119293;28,8;73,9;0,407843137;1758191491;;;;;;
;imminent failure;suspect;122,2629547;32,9;74,1;0,407576747;1758191492;;;;;;
;imminent failure;stage 2 failure;107,309103;29,4;73,9;0,407310705;1758191493;;;;;;
;normal;suspect;126,8601418;32,3;73,9;0,40704501;1758191494;;;;;;
;normal;suspect;132,8909397;32,5;71,8;0,406779661;1758191495;;;;;;
;stage 2 failure;suspect;148,2157707;30,9;71,8;0,406514658;1758191496;;;;;;
;imminent failure;stage 2 failure;96,50111198;42,6;72,5;0,40625;1758191497;;;;;;
;early;early;101,7560959;37,3;74,1;0,406636304;1758191498;;;;;;
;early;early;101,444006;30,7;75,5;0,407022107;1758191499;;;;;;
;early;early;104,2439938;28,4;76,9;0,407407407;1758191500;;;;;;
;early;early;134,5200539;34,9;78,5;0,407792208;1758191501;;;;;;
;normal;normal;132,3559284;33,1;79,4;0,408176509;1758191502;;;;;;
;normal;normal;122,8039265;41,3;79,3;0,408560311;1758191503;;;;;;
;imminent failure;normal;134,3278885;31;79,3;0,408295528;1758191504;;;;;;
;early;suspect;111,4931107;31,3;79,3;0,408031088;1758191505;;;;;;
;early;early;140,8538818;30,9;79,3;0,408414239;1758191506;;;;;;
;early;early;133,918047;38,9;79,3;0,408796895;1758191507;;;;;;
;early;early;121,2880611;33,5;79,3;0,409179056;1758191508;;;;;;
